ID	age	sex	n_babies	site	year	pop_size	weight
569	14	m	2	3	2003	157	10.451631037708275
572	9	m	2	2	2003	157	NA
574	2	m	1	1	2003	157	2.9213838373771703
577	8	f	0	3	2003	157	7.399456896209089
582	7	m	1	3	2003	157	NA
584	5	m	1	2	2003	157	5.325195883073774
585	1	m	0	2	2003	157	2.4208689497729114
586	3	f	2	3	2003	157	5.5251746036928715
587	4	m	1	3	2003	157	5.520165162808236
594	2	m	0	2	2003	157	4.500806369917169
604	4	m	1	3	2003	157	5.536519114869134
608	7	f	2	2	2003	157	7.517905717186453
618	6	m	2	2	2003	157	6.668451203793291
620	15	m	1	3	2003	157	10.951493228721292
632	5	m	1	3	2003	157	NA
635	3	f	2	1	2003	157	5.062308872165536
640	9	m	0	1	2003	157	8.39829246305874
647	1	m	0	2	2003	157	2.8323519219387125
649	3	m	0	2	2003	157	3.2229752827819684
650	2	m	0	3	2003	157	4.20440863861839
656	0	f	2	3	2003	157	4.803476392835389
672	5	f	0	2	2003	157	7.157343115861749
676	13	m	1	2	2003	157	9.418217531745853
677	10	f	0	3	2003	157	9.85238485891094
682	1	m	2	3	2003	157	3.901846792788603
687	3	m	0	3	2003	157	4.724077743753372
688	3	m	2	2	2003	157	4.758487968957708
689	12	m	1	3	2003	157	NA
690	13	m	2	3	2003	157	NA
694	2	f	0	3	2003	157	4.891777839629428
696	7	f	0	2	2003	157	8.58528445022748
699	4	f	2	3	2003	157	6.405305348057197
712	0	m	0	3	2003	157	3.1116839686237974
721	10	f	1	1	2003	157	11.01411449510418
722	7	m	1	1	2003	157	6.923807688935569
734	5	m	1	1	2003	157	5.031071889082967
744	7	f	1	2	2003	157	8.317157524357993
746	5	m	1	1	2003	157	5.72488357025698
747	6	m	0	3	2003	157	5.711678386343988
750	6	m	2	3	2003	157	NA
752	1	f	2	2	2003	157	5.521811894560637
759	14	f	1	3	2003	157	10.559060811847173
762	1	f	1	2	2003	157	5.139620409283801
764	4	f	2	2	2003	157	4.274098112665849
766	4	m	2	1	2003	157	NA
768	0	f	2	2	2003	157	2.766742388604095
770	0	f	0	3	2003	157	4.718449603551079
773	6	f	2	3	2003	157	7.07532478008914
775	1	f	1	3	2003	157	4.751669868569277
780	0	f	1	3	2003	157	4.3395422559456795
784	4	f	1	2	2003	157	7.34916560488837
785	5	m	1	3	2003	157	5.299719124476242
786	7	m	2	2	2003	157	5.315347339497297
796	0	f	0	3	2003	157	3.8184249318722117
801	4	m	0	3	2003	157	4.604730970943327
802	4	f	1	2	2003	157	7.484316171353911
803	7	f	2	2	2003	157	6.835841734596107
807	6	m	2	3	2003	157	6.809808300129693
812	7	m	2	3	2003	157	6.3287340185105005
815	7	m	1	2	2003	157	6.998550594957262
819	4	m	2	3	2003	157	4.421156382872975
821	4	f	0	2	2003	157	7.071150295999699
829	1	m	1	3	2003	157	2.9059992135739483
830	10	m	0	3	2003	157	7.665861986868299
837	9	m	1	1	2003	157	7.967561296265938
840	2	f	0	1	2003	157	3.430016491062449
848	9	m	2	2	2003	157	NA
855	10	f	0	1	2003	157	10.052468013711618
856	1	m	1	2	2003	157	NA
866	6	m	2	2	2003	157	6.3041411489222785
868	1	f	0	3	2003	157	3.478966207822172
874	6	m	2	3	2003	157	5.510451936360285
880	13	f	1	1	2003	157	11.259637634621349
884	4	f	1	1	2003	157	7.41231848717668
885	0	f	2	1	2003	157	2.69375557849522
889	5	m	2	2	2003	157	4.673728756572389
890	3	f	2	3	2003	157	5.077095926909096
891	2	f	1	3	2003	157	4.781852284351657
893	2	m	2	3	2003	157	2.6953631900456827
899	2	f	1	1	2003	157	5.159896113793483
1	8	m	2	2	2004	142	7.7308861616203
8	6	f	1	3	2004	142	7.9421761318028095
21	0	m	1	1	2004	142	3.149406056180911
24	2	f	2	1	2004	142	4.355386466943854
30	3	m	2	1	2004	142	4.785079726847491
34	11	f	2	1	2004	142	9.874523315619264
45	6	m	1	2	2004	142	NA
54	3	f	2	2	2004	142	5.711823825994488
55	1	f	0	3	2004	142	4.782472650986187
61	2	f	1	2	2004	142	4.622087887069688
65	4	f	1	2	2004	142	5.389695828435684
72	7	f	2	3	2004	142	8.462096454448638
74	5	f	0	2	2004	142	NA
81	4	f	1	2	2004	142	5.785610254102479
84	0	f	1	3	2004	142	4.447686058314769
85	10	m	0	3	2004	142	7.283300672433839
94	2	m	1	1	2004	142	3.657921510724478
97	2	f	1	2	2004	142	5.195192149331962
98	8	m	1	2	2004	142	7.2093123472544045
103	8	f	0	1	2004	142	9.540263294916816
104	8	m	1	1	2004	142	5.915991536760975
106	1	f	0	1	2004	142	4.2801760287145925
110	0	m	2	3	2004	142	2.558898071537083
114	0	m	1	2	2004	142	2.2157055572864586
116	4	f	2	3	2004	142	6.477977892299091
122	7	m	0	1	2004	142	6.15027653332407
124	0	m	1	2	2004	142	2.4281179491029286
126	4	m	0	1	2004	142	5.177049191218446
131	0	m	2	3	2004	142	2.254928600096447
139	5	m	0	2	2004	142	3.889149891167274
140	6	m	2	2	2004	142	5.29144680880775
148	4	f	1	2	2004	142	5.441841732029738
150	2	m	2	3	2004	142	4.1532932122411506
153	1	m	1	1	2004	142	3.2540962894770358
158	10	m	2	1	2004	142	8.483321420048533
159	11	m	1	2	2004	142	7.310474982724744
170	11	m	2	1	2004	142	NA
171	2	f	0	1	2004	142	4.9503323326991175
176	10	m	2	1	2004	142	9.129015318841462
178	4	m	2	2	2004	142	NA
191	0	f	0	2	2004	142	4.224214508406314
202	6	m	2	2	2004	142	5.26797854034656
209	8	m	0	2	2004	142	8.027899439480883
210	9	f	1	3	2004	142	9.818356333625829
218	1	f	1	1	2004	142	4.746044109531592
224	3	m	1	1	2004	142	4.459089198840632
225	8	f	1	3	2004	142	7.460876408079989
236	14	m	1	3	2004	142	9.091933172981493
250	8	f	0	3	2004	142	NA
253	0	m	0	2	2004	142	2.6563455414979265
254	0	f	0	1	2004	142	3.717544269386602
258	5	m	0	1	2004	142	6.132423209520124
260	4	m	2	1	2004	142	4.404252931580347
265	6	f	1	2	2004	142	7.625524024513653
268	12	f	2	1	2004	142	10.46402678361593
273	4	m	0	1	2004	142	6.656480770940959
278	4	f	0	1	2004	142	6.544127096298388
280	14	m	1	3	2004	142	10.841828755232216
285	11	m	0	2	2004	142	8.195465270370038
288	2	m	2	1	2004	142	3.865357910019908
289	5	f	1	3	2004	142	NA
295	5	m	1	3	2004	142	5.007559973198839
299	7	f	1	1	2004	142	7.196447146507069
304	0	f	1	2	2004	142	4.037387610666056
306	6	f	1	2	2004	142	6.660121831689866
308	4	f	0	1	2004	142	5.566750501729872
309	3	m	0	2	2004	142	4.589441866486939
311	3	m	0	1	2004	142	5.592428505458067
318	1	m	0	2	2004	142	4.201333375023851
320	4	f	1	1	2004	142	5.930398371982149
334	4	f	2	3	2004	142	5.463442857644558
336	6	m	0	1	2004	142	6.124981371435318
339	6	m	2	1	2004	142	6.7700375823317085
345	3	f	1	1	2004	142	6.089833060395118
348	8	f	1	1	2004	142	7.9721695372551205
363	3	f	1	3	2004	142	3.6460637227783024
365	6	f	2	2	2004	142	6.32938018832643
375	10	m	2	3	2004	142	NA
389	2	m	1	3	2004	142	4.3587700199403265
395	7	m	1	3	2004	142	6.199272386432664
399	5	f	0	2	2004	142	6.28348255136186
400	12	m	1	3	2004	142	9.912736649035946
404	2	m	0	2	2004	142	4.5654853651525285
407	4	f	0	1	2004	142	6.5477042554145015
411	14	m	0	2	2004	142	9.879778497409715
418	4	m	2	3	2004	142	5.201576035415308
419	9	f	1	2	2004	142	8.434745973880212
422	9	f	1	3	2004	142	8.561354289729652
428	14	m	2	2	2004	142	NA
437	1	m	2	3	2004	142	3.0261590088289907
441	14	m	1	3	2004	142	10.10786121113849
447	12	m	0	2	2004	142	9.594709938401374
449	4	m	1	1	2004	142	5.652533527845804
460	2	f	1	1	2004	142	5.23874991742247
461	2	f	1	3	2004	142	4.8931400903985045
464	15	f	0	2	2004	142	13.195632298260778
466	3	m	1	2	2004	142	3.7689011893082816
467	9	f	0	2	2004	142	9.325560594636805
468	1	m	0	1	2004	142	3.139128928504692
471	8	f	0	1	2004	142	8.382275718411613
473	12	f	1	3	2004	142	10.545515668698314
475	13	f	0	2	2004	142	11.007059368242425
487	1	f	1	2	2004	142	4.563194861872867
489	1	m	0	3	2004	142	2.4112920617092763
490	2	m	1	1	2004	142	3.1655150609123024
498	13	m	1	3	2004	142	10.313588102776242
502	4	f	2	3	2004	142	NA
519	2	m	0	2	2004	142	3.645922851646985
528	5	m	1	2	2004	142	5.35530639276242
531	3	m	0	1	2004	142	3.909148340693059
533	1	f	1	2	2004	142	4.155487433402037
536	2	f	1	3	2004	142	3.5011034269960564
537	1	f	0	2	2004	142	4.742845693058157
538	3	m	0	1	2004	142	4.665167449380298
545	11	f	0	2	2004	142	9.928297709139862
548	1	f	0	3	2004	142	3.8055457785575455
549	12	f	1	3	2004	142	9.625295407296257
554	9	f	1	2	2004	142	8.592872718268485
558	2	f	1	2	2004	142	NA
569	15	m	1	3	2004	142	10.488060096021828
572	10	m	1	2	2004	142	7.572374123961564
574	3	m	1	1	2004	142	4.807223493085716
577	9	f	2	3	2004	142	8.156244804310536
582	8	m	1	3	2004	142	7.666733642192588
584	6	m	2	2	2004	142	5.252772029838911
585	2	m	1	2	2004	142	3.5000294458466694
586	4	f	2	3	2004	142	6.2164737904932865
587	5	m	0	3	2004	142	5.594925002041789
594	3	m	2	2	2004	142	NA
603	0	m	2	3	2004	142	NA
604	5	m	2	3	2004	142	5.29601684445215
608	8	f	1	2	2004	142	8.185552421318123
618	7	m	1	2	2004	142	6.538578006401443
632	6	m	0	3	2004	142	5.209712593160843
635	4	f	2	1	2004	142	5.327549178461045
640	10	m	1	1	2004	142	9.165940687067678
645	0	m	2	1	2004	142	1.8755325352518297
647	2	m	2	2	2004	142	3.0027217780685356
649	4	m	0	2	2004	142	5.233998659006078
650	3	m	1	3	2004	142	4.785581977736003
656	1	f	1	3	2004	142	4.444260945020132
670	0	f	2	1	2004	142	3.3491044191397594
672	6	f	2	2	2004	142	6.599858365327034
676	14	m	1	2	2004	142	9.273660140606953
677	11	f	0	3	2004	142	10.223164696516427
682	2	m	1	3	2004	142	4.665826597139269
687	4	m	0	3	2004	142	3.871800996266822
688	4	m	2	2	2004	142	4.831380953587592
689	13	m	0	3	2004	142	9.780902881369121
690	14	m	0	3	2004	142	11.65868488902423
694	3	f	2	3	2004	142	4.37000619401061
696	8	f	0	2	2004	142	8.417972132462051
699	5	f	0	3	2004	142	7.075660599755714
712	1	m	0	3	2004	142	2.8202534546821982
716	0	m	2	1	2004	142	3.030084969806675
721	11	f	2	1	2004	142	10.093689641879166
722	8	m	0	1	2004	142	6.800116845226629
734	6	m	2	1	2004	142	5.591126776649369
744	8	f	1	2	2004	142	8.584477195435735
746	6	m	1	1	2004	142	6.267780115860593
747	7	m	2	3	2004	142	5.453000646635416
750	7	m	2	3	2004	142	5.861272509682568
752	2	f	0	2	2004	142	5.165716881828454
759	15	f	2	3	2004	142	11.236033964816983
762	2	f	0	2	2004	142	4.388442202141269
763	0	f	1	1	2004	142	4.510505516562398
764	5	f	2	2	2004	142	5.046600032796768
766	5	m	2	1	2004	142	3.983882328953387
768	1	f	1	2	2004	142	3.3728481152503127
770	1	f	1	3	2004	142	4.097061194787657
772	0	m	1	2	2004	142	2.020166562673209
773	7	f	1	3	2004	142	7.374300619922406
784	5	f	1	2	2004	142	7.22590617273518
785	6	m	0	3	2004	142	6.237275682869806
786	8	m	1	2	2004	142	7.540018586860676
794	0	m	1	3	2004	142	2.106902209010972
796	1	f	0	3	2004	142	4.744134306530573
801	5	m	1	3	2004	142	6.006173921089714
807	7	m	2	3	2004	142	7.377415467710949
812	8	m	2	3	2004	142	6.690429543416039
815	8	m	1	2	2004	142	7.690855247860656
819	5	m	0	3	2004	142	5.268303988532454
821	5	f	0	2	2004	142	7.220865592338097
829	2	m	2	3	2004	142	2.705429055353611
830	11	m	2	3	2004	142	8.247736787942696
837	10	m	1	1	2004	142	7.992255961293575
840	3	f	1	1	2004	142	4.716030532847294
848	10	m	0	2	2004	142	NA
856	2	m	0	2	2004	142	4.253245418904496
866	7	m	2	2	2004	142	6.016733755724914
868	2	f	2	3	2004	142	3.241515657558475
872	0	m	0	1	2004	142	NA
874	7	m	2	3	2004	142	7.02692843868329
880	14	f	1	1	2004	142	11.126595018324336
884	5	f	0	1	2004	142	6.924010515095144
885	1	f	2	1	2004	142	4.0010516718551
888	0	f	2	2	2004	142	4.015732908471972
889	6	m	1	2	2004	142	5.2690283131431555
890	4	f	1	3	2004	142	4.80639176473791
891	3	f	2	3	2004	142	NA
893	3	m	2	3	2004	142	3.67013623043979
899	3	f	1	1	2004	142	5.7729153259874755
1	9	m	0	2	2005	154	7.682876862530164
8	7	f	1	3	2005	154	8.772501798105283
21	1	m	0	1	2005	154	3.8186823007944684
24	3	f	2	1	2005	154	5.744660396309961
30	4	m	0	1	2005	154	4.651396638666524
34	12	f	2	1	2005	154	NA
39	0	f	1	1	2005	154	5.3098216219126835
45	7	m	1	2	2005	154	7.385467686617583
54	4	f	1	2	2005	154	6.77690092865423
55	2	f	0	3	2005	154	5.191484865596277
61	3	f	0	2	2005	154	5.504885493613805
65	5	f	0	2	2005	154	6.626265483184977
74	6	f	2	2	2005	154	7.752429432088767
81	5	f	0	2	2005	154	7.334561466958735
84	1	f	0	3	2005	154	4.5166588332537225
85	11	m	0	3	2005	154	9.068272395563689
94	3	m	0	1	2005	154	5.572651013723112
97	3	f	2	2	2005	154	NA
98	9	m	0	2	2005	154	8.22266048320155
103	9	f	1	1	2005	154	9.263328834367275
104	9	m	2	1	2005	154	6.88901789611521
106	2	f	2	1	2005	154	5.55091245546375
110	1	m	1	3	2005	154	3.8358699912765535
114	1	m	1	2	2005	154	2.4681473234690015
116	5	f	2	3	2005	154	6.972872099210763
122	8	m	1	1	2005	154	7.767497458814263
124	1	m	2	2	2005	154	3.694492709583018
126	5	m	2	1	2005	154	5.376526466750623
131	1	m	1	3	2005	154	3.599582845155343
140	7	m	1	2	2005	154	6.447929917018864
148	5	f	0	2	2005	154	6.968728899147719
150	3	m	0	3	2005	154	4.82013534429667
153	2	m	1	1	2005	154	3.091374170802825
159	12	m	0	2	2005	154	8.657654075690042
170	12	m	1	1	2005	154	9.398950593305386
171	3	f	0	1	2005	154	5.758893341072074
176	11	m	0	1	2005	154	NA
178	5	m	1	2	2005	154	5.716108242971571
202	7	m	1	2	2005	154	NA
209	9	m	0	2	2005	154	8.137276574458108
210	10	f	0	3	2005	154	NA
218	2	f	0	1	2005	154	NA
224	4	m	1	1	2005	154	5.1265656320554225
225	9	f	2	3	2005	154	8.927973012520885
236	15	m	1	3	2005	154	10.450025037379314
246	0	f	0	2	2005	154	NA
250	9	f	1	3	2005	154	8.58456329245438
253	1	m	2	2	2005	154	3.411115752600305
254	1	f	0	1	2005	154	4.327562339895571
258	6	m	1	1	2005	154	7.78618028824194
260	5	m	2	1	2005	154	4.542032920557966
263	0	m	0	1	2005	154	1.8486429255088348
268	13	f	2	1	2005	154	11.875188136981034
273	5	m	0	1	2005	154	6.535379294745265
285	12	m	1	2	2005	154	NA
288	3	m	2	1	2005	154	6.171962353234061
289	6	f	1	3	2005	154	NA
295	6	m	2	3	2005	154	NA
304	1	f	1	2	2005	154	4.116024793180948
306	7	f	0	2	2005	154	8.51087620049567
308	5	f	1	1	2005	154	6.675440662178119
311	4	m	2	1	2005	154	6.936367695843893
318	2	m	0	2	2005	154	5.043094982756696
320	5	f	0	1	2005	154	7.591023575099663
334	5	f	2	3	2005	154	5.756673793581785
336	7	m	0	1	2005	154	7.205271077795587
345	4	f	1	1	2005	154	7.034551055393197
348	9	f	0	1	2005	154	9.36129246475874
357	0	m	2	1	2005	154	2.9528672347627634
363	4	f	0	3	2005	154	5.8169295193162665
365	7	f	2	2	2005	154	8.095740216635464
375	11	m	0	3	2005	154	9.126560260060979
389	3	m	0	3	2005	154	NA
395	8	m	1	3	2005	154	NA
399	6	f	1	2	2005	154	7.484998073778904
404	3	m	1	2	2005	154	5.768236085130513
407	5	f	1	1	2005	154	6.509468963127052
411	15	m	0	2	2005	154	11.10766946397548
418	5	m	1	3	2005	154	NA
419	10	f	1	2	2005	154	8.965612668717734
422	10	f	2	3	2005	154	8.723855090113258
437	2	m	0	3	2005	154	3.049257668861853
447	13	m	0	2	2005	154	10.627490183641733
449	5	m	0	1	2005	154	6.121150159514496
452	0	f	1	2	2005	154	NA
460	3	f	2	1	2005	154	5.768313517574284
461	3	f	0	3	2005	154	7.40341142687842
464	16	f	1	2	2005	154	13.506394856703137
466	4	m	0	2	2005	154	5.293342807820982
467	10	f	0	2	2005	154	10.289243193237741
468	2	m	2	1	2005	154	4.138947074108346
473	13	f	1	3	2005	154	10.80367124857257
487	2	f	0	2	2005	154	5.360669690551716
489	2	m	2	3	2005	154	4.051039212486576
490	3	m	1	1	2005	154	4.269490972238783
498	14	m	2	3	2005	154	11.045294497702576
502	5	f	1	3	2005	154	6.405002371726047
519	3	m	1	2	2005	154	4.254162337909526
528	6	m	2	2	2005	154	6.320014938202707
531	4	m	0	1	2005	154	4.88996830845189
533	2	f	1	2	2005	154	4.6036634646408645
536	3	f	1	3	2005	154	5.511468652842164
537	2	f	1	2	2005	154	NA
545	12	f	2	2	2005	154	10.969898230604937
548	2	f	0	3	2005	154	5.033244870371027
549	13	f	2	3	2005	154	10.96390562791072
554	10	f	1	2	2005	154	9.8297134730458815
556	0	m	2	3	2005	154	2.870513284735591
558	3	f	0	2	2005	154	NA
569	16	m	1	3	2005	154	10.901383187579839
572	11	m	2	2	2005	154	8.564982386324546
574	4	m	0	1	2005	154	5.1832970633495945
577	10	f	2	3	2005	154	9.68856697847784
578	0	f	2	2	2005	154	4.568143501997283
582	9	m	1	3	2005	154	8.804097614853628
584	7	m	1	2	2005	154	7.041038015742158
585	3	m	1	2	2005	154	4.648194794942724
586	5	f	2	3	2005	154	7.39572395962885
587	6	m	0	3	2005	154	7.031945764704253
588	0	m	2	1	2005	154	2.426893102260577
594	4	m	2	2	2005	154	5.280171967913761
603	1	m	2	3	2005	154	2.1790168270718326
604	6	m	1	3	2005	154	NA
608	9	f	2	2	2005	154	8.587445235471952
614	0	m	1	2	2005	154	3.3260098986270887
618	8	m	2	2	2005	154	7.771698790606704
624	0	f	0	3	2005	154	3.510012053927292
626	0	m	0	3	2005	154	NA
627	0	m	0	3	2005	154	1.8677489778813294
640	11	m	0	1	2005	154	10.187156040814946
645	1	m	1	1	2005	154	NA
647	3	m	1	2	2005	154	3.3540390786148007
649	5	m	0	2	2005	154	5.0702242466369505
650	4	m	1	3	2005	154	5.519279524269401
670	1	f	1	1	2005	154	4.659956039516309
672	7	f	2	2	2005	154	7.644830951343182
677	12	f	1	3	2005	154	10.481128503176283
687	5	m	0	3	2005	154	5.195670972853527
688	5	m	0	2	2005	154	5.98621558204742
689	14	m	2	3	2005	154	11.24950504958039
690	15	m	1	3	2005	154	12.139892126534264
694	4	f	2	3	2005	154	5.256856456610285
696	9	f	0	2	2005	154	NA
699	6	f	1	3	2005	154	8.043494631440357
712	2	m	0	3	2005	154	4.085423541151458
715	0	m	2	1	2005	154	NA
716	1	m	2	1	2005	154	4.6178270389307405
721	12	f	1	1	2005	154	12.25827215790728
722	9	m	0	1	2005	154	8.484753198527843
733	0	m	0	3	2005	154	3.489417493561482
734	7	m	2	1	2005	154	6.786843994516672
746	7	m	2	1	2005	154	6.960683821683363
747	8	m	2	3	2005	154	6.796735332434798
750	8	m	0	3	2005	154	6.020565110988325
752	3	f	1	2	2005	154	7.045227007021993
759	16	f	2	3	2005	154	12.037282931746118
762	3	f	0	2	2005	154	6.343691641111995
763	1	f	2	1	2005	154	5.172674976377833
764	6	f	2	2	2005	154	5.588545847697623
766	6	m	1	1	2005	154	5.475118515277359
768	2	f	0	2	2005	154	3.0023319970931057
770	2	f	0	3	2005	154	5.693347442975727
772	1	m	2	2	2005	154	2.499941776027228
773	8	f	0	3	2005	154	8.28384328952178
784	6	f	1	2	2005	154	8.651715268011573
785	7	m	0	3	2005	154	6.506379235248943
786	9	m	2	2	2005	154	7.938458573360089
794	1	m	0	3	2005	154	NA
796	2	f	1	3	2005	154	5.552424867975941
801	6	m	2	3	2005	154	6.551464737931364
807	8	m	1	3	2005	154	8.093032013998473
812	9	m	0	3	2005	154	7.385527357113692
815	9	m	2	2	2005	154	NA
819	6	m	1	3	2005	154	6.064874315041033
821	6	f	2	2	2005	154	8.544874107428603
829	3	m	1	3	2005	154	3.514073290826533
830	12	m	0	3	2005	154	10.306815588046929
837	11	m	2	1	2005	154	NA
840	4	f	1	1	2005	154	5.904341923245373
848	11	m	2	2	2005	154	9.104312785279618
856	3	m	0	2	2005	154	NA
866	8	m	1	2	2005	154	7.2822335776568234
868	3	f	2	3	2005	154	5.098709761281818
872	1	m	2	1	2005	154	3.3767884220711673
874	8	m	2	3	2005	154	7.359241041181417
884	6	f	0	1	2005	154	8.484152249546183
885	2	f	1	1	2005	154	3.9783491368879202
888	1	f	1	2	2005	154	5.70328529911284
889	7	m	0	2	2005	154	6.2685505528592556
890	5	f	2	3	2005	154	5.013877856328475
891	4	f	2	3	2005	154	5.937852481664187
893	4	m	1	3	2005	154	5.40161214772307
899	4	f	1	1	2005	154	NA
1	10	m	2	2	2006	142	7.718105496499241
4	0	f	1	2	2006	142	4.652432408229296
8	8	f	1	3	2006	142	8.991838039352986
21	2	m	0	1	2006	142	3.879402260219049
27	0	m	0	2	2006	142	NA
30	5	m	1	1	2006	142	5.391468917394999
34	13	f	0	1	2006	142	11.287561606009486
39	1	f	2	1	2006	142	5.233893445850794
45	8	m	0	2	2006	142	6.844615963674603
54	5	f	1	2	2006	142	7.212652813158107
55	3	f	1	3	2006	142	5.6621516686603135
61	4	f	2	2	2006	142	5.842802642948489
65	6	f	1	2	2006	142	8.035882452524737
74	7	f	0	2	2006	142	7.738240722402768
84	2	f	2	3	2006	142	5.554305340975951
85	12	m	0	3	2006	142	8.995682622174897
94	4	m	2	1	2006	142	4.909471104928849
97	4	f	0	2	2006	142	4.97934528516914
98	10	m	2	2	2006	142	8.74240308291849
103	10	f	0	1	2006	142	9.662542611496773
104	10	m	1	1	2006	142	7.905196372412819
106	3	f	1	1	2006	142	5.502265709617871
110	2	m	2	3	2006	142	3.578680932251781
114	2	m	2	2	2006	142	4.419073038728337
116	6	f	1	3	2006	142	7.23309988397785
122	9	m	0	1	2006	142	7.1361000533060155
124	2	m	1	2	2006	142	4.67507794283568
126	6	m	2	1	2006	142	6.593573056727085
131	2	m	2	3	2006	142	4.304926401405907
140	8	m	2	2	2006	142	5.732949349813558
148	6	f	1	2	2006	142	6.759115120076762
150	4	m	1	3	2006	142	5.579548490612999
153	3	m	2	1	2006	142	4.676539921578695
159	13	m	0	2	2006	142	9.488495843654842
164	0	f	2	1	2006	142	NA
165	0	m	2	2	2006	142	1.9207014808989362
170	13	m	2	1	2006	142	11.210357191087196
171	4	f	1	1	2006	142	6.53039133512641
176	12	m	2	1	2006	142	9.521110712464173
178	6	m	1	2	2006	142	6.368064542400745
202	8	m	0	2	2006	142	6.085874926597874
209	10	m	1	2	2006	142	7.993297460198184
210	11	f	0	3	2006	142	10.806709142266888
218	3	f	2	1	2006	142	6.406503918152723
221	0	f	1	1	2006	142	4.210319591827888
222	0	f	1	2	2006	142	3.1385366846486216
224	5	m	0	1	2006	142	NA
225	10	f	0	3	2006	142	9.541081334773697
241	0	m	2	3	2006	142	2.9132188240978327
250	10	f	0	3	2006	142	8.280492705351444
253	2	m	0	2	2006	142	3.311304105879365
254	2	f	2	1	2006	142	4.429942698983476
258	7	m	1	1	2006	142	8.117242100113556
260	6	m	2	1	2006	142	6.205444984429067
263	1	m	1	1	2006	142	3.586110736187493
285	13	m	1	2	2006	142	9.100788142684232
288	4	m	1	1	2006	142	6.346074714918328
289	7	f	1	3	2006	142	6.975408528930255
291	0	f	0	1	2006	142	2.6173756153487044
296	0	f	0	1	2006	142	3.989215032548522
304	2	f	1	2	2006	142	5.030093672270291
306	8	f	2	2	2006	142	8.203317335231167
308	6	f	2	1	2006	142	5.978884777344421
311	5	m	1	1	2006	142	5.703804395409741
318	3	m	1	2	2006	142	5.720470896387028
320	6	f	0	1	2006	142	7.63873242741185
322	0	m	0	3	2006	142	3.2239429598449028
334	6	f	0	3	2006	142	6.745130911367393
336	8	m	2	1	2006	142	8.63558326676584
345	5	f	0	1	2006	142	8.117271346817224
348	10	f	2	1	2006	142	9.421389537318863
357	1	m	2	1	2006	142	4.406855522530746
363	5	f	1	3	2006	142	5.471362239140003
365	8	f	1	2	2006	142	6.934186774146589
375	12	m	0	3	2006	142	10.04390265697778
378	0	f	0	1	2006	142	4.360362395957213
383	0	m	1	2	2006	142	3.797707110221919
389	4	m	0	3	2006	142	5.447732101256045
395	9	m	1	3	2006	142	8.010639653612607
399	7	f	2	2	2006	142	7.803451473625024
404	4	m	1	2	2006	142	5.937997704082203
407	6	f	2	1	2006	142	NA
413	0	f	1	2	2006	142	4.160181404012714
418	6	m	1	3	2006	142	6.951186937907861
419	11	f	2	2	2006	142	9.04562950252582
422	11	f	0	3	2006	142	9.488835974313643
437	3	m	1	3	2006	142	3.3552863153489896
447	14	m	0	2	2006	142	11.272704962457741
449	6	m	0	1	2006	142	7.254530850313019
452	1	f	1	2	2006	142	4.187664477762273
459	0	f	0	3	2006	142	3.847888245929908
460	4	f	0	1	2006	142	6.038231845959299
461	4	f	2	3	2006	142	6.35652618537725
466	5	m	1	2	2006	142	5.522875730536918
467	11	f	2	2	2006	142	10.395569292919422
468	3	m	0	1	2006	142	4.043607819971575
473	14	f	0	3	2006	142	11.274579077283287
481	0	m	2	1	2006	142	3.1627061608599
487	3	f	1	2	2006	142	5.8339482691990625
489	3	m	0	3	2006	142	4.53920876379698
490	4	m	0	1	2006	142	5.048368853350056
498	15	m	2	3	2006	142	11.664572203037368
501	0	f	2	3	2006	142	3.046568327685808
502	6	f	0	3	2006	142	7.583204818729925
519	4	m	0	2	2006	142	5.61024139980252
528	7	m	1	2	2006	142	6.373154691868404
531	5	m	1	1	2006	142	6.027604364736102
533	3	f	0	2	2006	142	5.772109070595146
536	4	f	1	3	2006	142	5.995572501560937
537	3	f	1	2	2006	142	6.437900257828713
545	13	f	1	2	2006	142	11.394654863577996
548	3	f	1	3	2006	142	5.678074151034599
549	14	f	1	3	2006	142	11.897000951957732
554	11	f	0	2	2006	142	9.232168868240983
556	1	m	0	3	2006	142	NA
558	4	f	0	2	2006	142	6.750737524006968
572	12	m	2	2	2006	142	9.372020483525134
573	0	f	1	2	2006	142	3.6492717474204057
574	5	m	2	1	2006	142	5.9709154501875465
577	11	f	2	3	2006	142	9.385517252902657
578	1	f	2	2	2006	142	4.7078419841128305
582	10	m	2	3	2006	142	NA
584	8	m	0	2	2006	142	7.058486829997446
585	4	m	2	2	2006	142	4.714058087728701
586	6	f	2	3	2006	142	7.303352571833965
587	7	m	1	3	2006	142	7.91288654191274
588	1	m	0	1	2006	142	2.409410717605578
594	5	m	1	2	2006	142	5.702965566961127
604	7	m	0	3	2006	142	7.5548124739693785
608	10	f	2	2	2006	142	9.367426205192308
614	1	m	1	2	2006	142	4.000210841209135
618	9	m	2	2	2006	142	8.19744471328
624	1	f	0	3	2006	142	3.2049202125000793
626	1	m	2	3	2006	142	NA
627	1	m	0	3	2006	142	NA
640	12	m	1	1	2006	142	10.212700039105242
645	2	m	0	1	2006	142	3.413265997189544
647	4	m	2	2	2006	142	4.3910250951236085
649	6	m	1	2	2006	142	5.513113692577651
650	5	m	2	3	2006	142	6.244056163951773
655	0	f	0	2	2006	142	4.227052270270422
